spay_neuter,zip_code,year,month,day,day_of_week,bronx,brooklyn,manhattan,queens,staten_island,pit_bull,other,shih_tzu,chihuahua,german_shepherd,labrador_retriever,bull_dog,yorkshire_terrier,maltese,standard_poodle,husky
True,10029,2020,11,3,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10029,2020,11,3,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
False,10029,2020,11,4,2,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10031,2020,11,5,3,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
True,10001,2020,11,5,3,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10029,2020,11,7,5,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10023,2020,11,7,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
False,10033,2020,11,9,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10029,2020,11,7,5,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
True,10065,2020,11,8,6,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
False,10025,2020,11,7,5,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10016,2020,11,11,2,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10029,2020,11,10,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
True,10029,2020,11,12,3,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10029,2020,11,11,2,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
False,10029,2020,11,10,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10029,2020,11,11,2,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10002,2020,10,16,4,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
False,10011,2020,11,11,2,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10031,2020,11,15,6,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
True,10012,2020,11,13,4,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
True,10028,2020,11,13,4,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10029,2020,11,14,5,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
False,10029,2020,11,7,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
False,10029,2020,11,15,6,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
True,10036,2020,11,13,4,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
False,10065,2020,11,16,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10010,2020,11,18,2,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10029,2020,11,20,4,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
False,10029,2020,11,22,6,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
True,10027,2020,11,21,5,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
False,10023,2020,11,20,4,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
False,10027,2020,11,21,5,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10027,2020,11,22,6,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
True,10128,2020,11,22,6,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
False,10029,2020,11,19,3,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10040,2020,11,24,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
False,10026,2020,11,22,6,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10026,2020,11,22,6,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10033,2020,11,22,6,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
False,10029,2020,11,24,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
False,10029,2020,11,24,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
False,10029,2020,11,24,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
True,10029,2020,11,26,3,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10029,2020,11,26,3,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10013,2020,11,27,4,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
True,10029,2020,11,28,5,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10029,2020,11,28,5,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
False,10029,2020,11,27,4,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
True,10029,2020,11,29,6,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10029,2020,11,30,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
False,10128,2020,11,28,5,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
False,10029,2020,11,30,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10012,2020,11,21,5,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
True,10027,2020,12,2,2,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10029,2020,11,29,6,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
True,10029,2020,12,4,4,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10002,2020,12,3,3,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
False,10029,2020,12,4,4,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10029,2020,12,4,4,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
False,10029,2020,12,5,5,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10029,2020,12,5,5,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10029,2020,12,5,5,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
False,10033,2020,12,5,5,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10025,2020,12,6,6,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10029,2020,12,5,5,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10128,2020,12,7,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10065,2020,12,3,3,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
False,10029,2020,12,8,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10028,2020,12,3,3,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
True,10012,2020,12,8,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
True,10028,2020,12,9,2,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
False,10037,2020,12,10,3,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10029,2020,12,11,4,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
False,10011,2020,12,10,3,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10033,2020,12,16,2,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
False,10029,2020,12,11,4,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10001,2020,12,21,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
True,10022,2020,12,21,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
True,10128,2020,12,18,4,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
False,10033,2020,12,20,6,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10009,2020,12,22,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10029,2020,12,21,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10039,2020,12,21,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
True,10028,2020,12,22,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
False,10029,2020,12,27,6,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10029,2020,12,24,3,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
True,10065,2020,12,28,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
False,10029,2020,12,28,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,10029,2020,12,29,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10038,2021,1,1,4,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10029,2021,1,2,5,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
True,10029,2021,1,4,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
False,10025,2021,1,4,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
False,10029,2021,1,5,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10027,2020,12,30,2,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10029,2021,1,5,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
True,10040,2021,1,8,4,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10029,2021,1,6,2,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10033,2021,1,7,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
False,10023,2021,1,8,4,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10025,2021,1,12,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
False,10065,2021,1,12,1,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
False,10029,2021,1,12,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
False,10029,2021,1,14,3,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10029,2021,1,18,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
True,10029,2021,1,17,6,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10029,2021,1,15,4,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
False,10013,2021,1,17,6,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10029,2021,1,16,5,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10029,2021,1,16,5,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10006,2021,1,20,2,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
True,10025,2021,1,21,3,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10002,2021,1,22,4,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10029,2021,1,23,5,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
False,10029,2021,1,19,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10029,2021,1,26,1,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
False,10029,2021,1,27,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
False,10009,2021,1,19,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
True,10029,2021,1,27,2,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
False,10029,2021,1,29,4,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
False,10029,2021,1,30,5,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10029,2021,1,30,5,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
True,10029,2021,1,30,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
False,10025,2021,2,1,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
False,10019,2021,2,1,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10011,2021,2,2,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10029,2021,2,3,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
False,10029,2021,2,3,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
False,10029,2021,2,2,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
False,10029,2021,2,6,5,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
True,10028,2021,2,6,5,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
True,10075,2021,2,3,2,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10009,2021,2,5,4,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
False,10029,2021,2,6,5,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
True,10023,2021,2,8,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10029,2021,2,8,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
False,10029,2021,2,8,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
True,10029,2021,2,9,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10029,2021,2,8,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10029,2021,2,10,2,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
True,10009,2021,2,11,3,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
False,10019,2021,2,10,2,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
True,10065,2021,2,14,6,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10029,2021,2,12,4,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10029,2021,2,15,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
True,10029,2021,2,12,4,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10029,2021,2,13,5,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10030,2021,2,13,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
False,10029,2021,2,13,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
False,10029,2021,2,12,4,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
False,10022,2021,2,16,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
False,10029,2021,2,16,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
False,10029,2021,2,18,3,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
True,10018,2021,2,18,3,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
False,10039,2021,2,17,2,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10029,2021,2,19,4,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10029,2021,2,19,4,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
True,10065,2021,2,17,2,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10035,2021,2,21,6,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
True,10038,2021,2,22,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
True,10029,2021,2,23,1,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
False,10028,2021,2,23,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
False,10029,2021,2,23,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
True,10065,2021,2,24,2,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
True,10065,2021,2,24,2,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
True,10065,2021,2,23,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
False,10022,2021,2,23,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
False,10031,2021,2,24,2,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
True,10012,2021,2,25,3,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10006,2021,2,26,4,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10029,2021,3,2,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
True,10012,2021,3,1,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,10021,2021,3,5,4,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
True,10036,2021,3,8,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10016,2021,3,4,3,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10029,2021,3,8,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10040,2021,3,9,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
False,10029,2021,3,10,2,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
True,10029,2021,3,10,2,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
False,10014,2021,3,11,3,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
True,10013,2021,3,12,4,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
False,10065,2021,3,9,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
True,10029,2021,3,14,6,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
False,10029,2021,3,13,5,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
True,10002,2021,3,11,3,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
False,10029,2021,3,12,4,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10036,2021,3,15,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10282,2021,3,15,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
True,10065,2021,3,12,4,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10029,2021,3,17,2,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
True,10065,2021,3,17,2,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10038,2021,3,16,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
False,10029,2021,3,17,2,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10027,2021,3,18,3,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10029,2021,3,19,4,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
False,10029,2021,3,18,3,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
True,10128,2021,3,22,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10036,2021,3,22,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10032,2021,3,21,6,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10029,2021,3,22,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10012,2021,3,22,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
False,10029,2021,3,23,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10029,2021,3,23,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10003,2021,3,24,2,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10029,2021,3,25,3,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
False,10023,2021,3,25,3,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10029,2021,3,26,4,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
False,10035,2021,3,27,5,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
False,10033,2021,3,22,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
False,10014,2021,3,28,6,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10029,2021,3,27,5,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10029,2021,3,27,5,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10029,2021,3,25,3,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10029,2021,3,29,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10039,2021,3,31,2,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10029,2021,4,3,5,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
True,10033,2021,4,3,5,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
False,10029,2021,4,4,6,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
False,10029,2021,4,4,6,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
False,10029,2021,4,4,6,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
False,10029,2021,4,5,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
False,10029,2021,4,4,6,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10029,2021,3,31,2,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10029,2021,4,7,2,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
True,10025,2021,4,7,2,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10029,2021,4,8,3,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10026,2021,4,10,5,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10026,2021,4,10,5,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
True,10017,2021,4,11,6,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
True,10017,2021,4,12,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10012,2021,4,10,5,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
False,10029,2021,4,10,5,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
True,10128,2021,4,10,5,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
False,10029,2021,4,10,5,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10033,2021,4,12,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10033,2021,4,10,5,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
False,10029,2021,4,9,4,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10029,2021,4,11,6,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
True,10009,2021,4,5,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
False,10029,2021,4,13,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
False,10029,2021,4,13,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
False,10040,2021,4,13,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
False,10003,2021,4,11,6,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10029,2021,4,14,2,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10009,2021,4,15,3,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10029,2021,4,16,4,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
False,10029,2021,4,15,3,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10031,2021,4,16,4,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
False,10029,2021,4,16,4,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
False,10025,2021,4,16,4,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False
False,10029,2021,4,18,6,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
True,10029,2021,4,18,6,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False
False,10029,2021,4,17,5,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10031,2021,4,19,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
False,10128,2021,4,19,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10128,2021,4,19,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10128,2021,4,19,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
False,10029,2021,4,20,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
False,10025,2021,4,20,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
True,10030,2021,4,20,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
True,10024,2021,4,21,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
False,10004,2021,4,19,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
True,10128,2021,4,20,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
True,10075,2021,4,23,4,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
True,10035,2021,4,21,2,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
True,10003,2021,4,24,5,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
False,10029,2021,4,24,5,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10029,2021,4,23,4,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10030,2021,4,24,5,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10029,2021,4,25,6,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10029,2021,4,27,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
True,10065,2021,4,26,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
False,10029,2021,4,27,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
True,10128,2021,4,28,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
False,10029,2021,4,28,2,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
True,10016,2021,4,29,3,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10029,2021,5,2,6,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10029,2021,5,2,6,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
True,10029,2021,5,2,6,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10029,2021,5,2,6,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10029,2021,5,1,5,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10029,2021,5,3,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
False,10065,2021,5,4,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10034,2021,5,4,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10029,2021,5,4,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
False,10029,2021,5,4,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10003,2021,5,4,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10029,2021,5,2,6,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10029,2021,5,5,2,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
True,10021,2021,5,3,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
False,10039,2021,5,6,3,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10029,2021,5,4,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
False,10029,2021,5,6,3,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
True,10065,2021,5,5,2,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
False,10029,2021,5,7,4,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
False,10029,2021,5,9,6,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
False,10029,2021,5,7,4,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
True,10029,2021,5,7,4,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
False,10029,2021,5,7,4,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
False,10029,2021,5,8,5,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
